id,type,name,concat,house_number,postcode,lat,lon
l1318,cafe,Eiscafé Millefiori,s1692,35,13597,52.5380486,13.2068219
l1319,restaurant,Lindenbräu,s1188,3 5,10785,52.5102921,13.3726675
l1320,restaurant,Riad Marrakesch,s7858,56,10437,52.5467004,13.4181417
l1321,restaurant,Acapulco,s5412,115,10243,52.5170849,13.4469255
l1322,pub,Sportler-Eck,s2830,68,13509,52.5840688,13.302578
l1323,museum,Galgenhaus Stadtmuseum Berlin,s1762,10,10178,52.5143734,13.4024859
l1324,restaurant,Gaststätte G7,s3531,7,13595,52.5203123,13.1877687
l1325,restaurant,Trattoria Da Pia,s7374,45 2,10409,52.542687,13.4382723
l1326,pub,Rock- und Wikingerbar,s2309,24,10247,52.5185157,13.4689703
l1327,cafe,Starbucks,s3364,61,10117,52.5110724,13.3900182
l1328,restaurant,Carambar,s8411,1,10178,52.5203514,13.4122196
l1329,pub,Feuermelder,s6004,24,10245,52.510094,13.4603525
l1330,restaurant,Pratirio,s5764,,10623,52.5070766,13.3223211
l1331,pub,Kilkenny Irish Pub,s679,17 20,10178,52.5223799,13.4017947
l1332,pub,Schwarz Sauer,s5474,13 14,10435,52.5390376,13.409927
l1333,restaurant,Viale dei Tigli,s11509,75,10117,52.5148686,13.3811135
l1334,restaurant,Plancha I,s9518,82,13583,52.5380535,13.1856879
l1335,restaurant,Ha An,s5474,18,10435,52.5382912,13.4091417
l1336,pub,Thomas-Eck,s7991,25,10627,52.5079886,13.3092361
l1337,hotel,Radisson Blu Hotel Berlin,s5411,3,10178,52.5195175,13.4028297
l1338,restaurant,Opera Italiana,s9765,5,14059,52.5192482,13.2984365
l1339,pub,Manifest Taproom,s7658,15,10435,52.5392219,13.408481
l1340,restaurant,Garage,s2203,7,13053,52.545972,13.4943222
l1341,restaurant,Santana Trattoria,s3236,231,10365,52.5122149,13.4954972
l1342,hotel,The Westin Grand Berlin,s3364,158 164,10117,52.5158768,13.3886042
l1343,restaurant,Malatesta,s1994,59,10117,52.5124049,13.3913074
l1344,pub,ZGK,s9115,38,10247,52.5128122,13.4641154
l1345,cafe,Pianocafé am Lietzensee,s7455,20,14057,52.5063206,13.2850956
l1346,hotel,Holiday Inn Express Hotel Berlin City Centre,s10282,49,10963,52.5018517,13.3852631
l1347,bar,Himmelreich,s9671,36,10245,52.5102582,13.4566212
l1348,cafe,Intimes,s1626,107,10245,52.5128318,13.4582338
l1349,restaurant,Euphoria,s4043,60,10245,52.5116145,13.4567297
l1350,restaurant,Atame,s2276,,10178,52.523574,13.406796
l1351,pub,Kohlenquelle,s5865,16,10437,52.5491592,13.4080596
l1352,nightclub,Toast Hawaii,s2176,1,10435,52.5410639,13.4130081
l1353,restaurant,Jelänger Jelieber,s5463,49,10317,52.5038713,13.4816837
l1354,restaurant,Yes Haus,s1261,109,13467,52.6196845,13.3134918
l1355,pub,Kummerkasten,s6037,55,13156,52.5826357,13.3952687
l1356,pub,Mistral,s7299,90,13349,52.5606153,13.3335785
l1357,pub,Zum Friedrichshainer,s8001,44,10249,52.5254904,13.4474575
l1358,cafe,Mühlenbäck,s11385,9a,10439,52.5497834,13.4169793
l1359,pub,Zum feuchten Grafen,s3899,23,13403,52.5699596,13.3138632
l1360,hotel,Bärlin,s9117,17 20,13405,52.5645531,13.3275914
l1361,pub,Kastanienwäldchen,s8530,109,13409,52.5640793,13.3644914
l1362,pub,[f.u.c.]-Bar,s10641,4,10247,52.5115322,13.4697658
l1363,restaurant,Al Hamra,s8433,16,10437,52.54176,13.4211058
l1364,restaurant,L' Escargot,s1796,39,13353,52.5466137,13.3496508
l1365,restaurant,La Focacceria,s2960,24,10119,52.533656,13.403474
l1366,restaurant,Kuchenrausch,s9671,1,10245,52.5127816,13.4573118
l1367,restaurant,Restaurantschiff Capt'n Schillow,s10242,113,10623,52.5126761,13.3319825
l1368,restaurant,Cafe Bricks,s11508,152,13595,52.5255102,13.1943253
l1369,hotel,Vienna House Easy,s10009,162,10407,52.5293564,13.4567669
l1370,restaurant,Eden,s8766,19,10178,52.5219316,13.4047999
l1371,pub,Victoria Celtic Pub,s8649,10,13597,52.5385236,13.2025744
l1372,hostel,Ostel - Das DDR Hostel,s11661,5,10243,52.5108411,13.4390985
l1373,restaurant,"Ristorante ""Landhaus am Poloplatz""",s516,9,13465,52.644915,13.288335
l1374,hotel,"Ristorante ""Landhaus am Poloplatz""",s516,9,13465,52.644915,13.288335
l1375,restaurant,Pizzeria Europa,s11395,30,10551,52.531089,13.3302443
l1376,cafe,Starbucks,s7877,4a,10117,52.5167295,13.3797732
l1377,restaurant,Fabbrica del Gusto,s7858,36,10437,52.5465503,13.418534
l1378,pub,The Tipperary,s10675,58,13353,52.5431648,13.3566864
l1379,restaurant,Roberta kocht,s11815,5,10119,52.535705,13.401044
l1380,hotel,Central Inn,s253,126,10557,52.5231771,13.3585761
l1381,cafe,Göttlich essen & trinken,s10430,23,13353,52.5419608,13.3574263
l1382,restaurant,Tex-Mex Cantina,s3605,,10117,52.5199995,13.390001
l1383,restaurant,Viet Bowl,s10267,41,10249,52.5232113,13.4533349
l1384,bar,Süß war gestern,s11671,43,10245,52.5086027,13.4610994
l1385,restaurant,Vaporetto,s127,12,10117,52.5210049,13.3850412
l1386,restaurant,Pimento,s6967,16,13507,52.5869707,13.2810335
l1387,cafe,Homera,s7991,33,10627,52.5080285,13.3054849
l1388,hotel,Hotel ibis Berlin Mitte,s8219,4,10405,52.5290575,13.4181101
l1389,restaurant,Am Pier 29,s5075,29,13599,52.5607911,13.2419897
l1390,cafe,Nadia + Kosta,s10737,31,10317,52.5032686,13.4824127
l1391,restaurant,Hua Li Du,s2264,11a,13156,52.580804,13.403633
l1392,restaurant,Datscha,s3473,1,10245,52.5093265,13.4579704
l1393,hotel,Centro Hotel,s5717,9 12,10787,52.5008758,13.3486634
l1394,restaurant,arema,s1378,30,10551,52.532242,13.3422769
l1395,restaurant,Am Nil,s5328,114,14057,52.5105257,13.2939841
l1396,pub,Blaumilchkanal,s9188,23,10439,52.5511652,13.4043646
l1397,pub,Glühlampe,s6273,1,10245,52.5038936,13.4538112
l1398,restaurant,Ristorante Fratelli,s258,6a,13595,52.5117446,13.2008364
l1399,pub,"Ick koof mir Dave Lombardo, wenn ick reich bin",s11815,34,10119,52.5338484,13.4035776
l1400,restaurant,Mutter Hoppe,s8411,21,10178,52.5177288,13.4063126
l1401,cafe,Espresso House,s8203,5,10785,52.5105871,13.3764297
l1402,cafe,bei Maria,s10871,11,10119,52.5331675,13.4018782
l1403,restaurant,Seeigel-Malche Restaurant am See,s3471,77,13507,52.5896663,13.2680792
l1404,cafe,Frau Behrens Torten,s11529,96 97,10629,52.50166,13.3079215
l1405,pub,Zum Anker,s1988,6,10587,52.5211937,13.3023326
l1406,restaurant,Ristorante Salve,s2153,31,10711,52.5009791,13.2976442
l1407,restaurant,Chai Ji,s8616,30,10247,52.516543,13.4635392
l1408,restaurant,JAS,s5463,27,10317,52.504447,13.4792013
l1409,pub,Speiche's Rock- und Blueskneipe,s8433,39,10437,52.543759,13.4164842
l1410,restaurant,Alter Fritz,s5448,12,13507,52.5977456,13.2750457
l1411,cafe,la Caffèteria,s1771,153,10115,52.5359288,13.3973584
l1413,hotel,Come Inn Berlin Kurfürstendamm Opera,s6086,180,10707,52.5001278,13.3121555
l1414,restaurant,Erdinger am Gendarmenmarkt,s5165,56,10117,52.5142926,13.3933731
l1415,restaurant,Asia Mami,s11294,41,10317,52.5072647,13.4968096
l1416,restaurant,Trattoria da Gigi,s10317,31,14057,52.5036236,13.2908967
l1417,restaurant,Trattoria Felice,s6674,41,10437,52.5439319,13.4175949
l1418,nightclub,Quasimodo,s5383,12a,10623,52.5059134,13.3283341
l1419,hotel,Kastanienhof,s5474,65,10119,52.5347495,13.4061413
l1420,pub,Perlin,s3974,5,10435,52.5359066,13.4050034
l1421,restaurant,Wild Raw,s11269,5,10119,52.5307267,13.4023299
l1422,pub,SECO Kiezkneipe,s9314,18,13055,52.5446501,13.494476
l1423,restaurant,Lindenwirtin,s6446,28,14050,52.5106197,13.2716781
l1424,restaurant,Bötzow Privat,s6480,113,10115,52.5274962,13.3926644
l1425,pub,c-base,s8956,20,10179,52.5129735,13.4201313
l1426,bar,Bellboy Berlin,s7178,30,10117,52.512033,13.3919416
l1427,pub,Bierstube bei Birgit,s11294,13,10317,52.5098608,13.4983676
l1428,hotel,Hotel Villa Kastania Berlin,s5471,20,14052,52.5103196,13.2680576
l1429,bar,booze bar berlin,s1626,105,10245,52.5127422,13.458706
l1430,cafe,Coffee Star,s7299,146,13353,52.5476798,13.3563426
l1431,hotel,Hotel Altstadt Spandau,s11125,4,13597,52.5366885,13.2064803
l1432,restaurant,Burgerheaven,s4574,28,10587,52.5218354,13.3255983
l1433,restaurant,Maximilians,s3364,185 190,10117,52.5113441,13.3891811
l1434,restaurant,Trattoria Monticchiello,s1260,70,13507,52.5827216,13.2901148
l1435,pub,Zum Fäßchen,s8221,187,13189,52.5524914,13.4297555
l1436,restaurant,Thai Elephant,s2941,15,10623,52.5044792,13.327536
l1437,restaurant,Maestral,s2534,236,13437,52.5893726,13.3257329
l1438,restaurant,Lal Haweli,s253,,10555,52.5240323,13.3300961
l1439,pub,Besenkammer,s8411,1,10178,52.5206393,13.4123199
l1440,restaurant,Osteria Caruso,s5920,38,10963,52.506311,13.3770107
l1441,cafe,Cafe Buchhandlung,s10702,32,10117,52.5261737,13.3937554
l1442,pub,Bar Carlitos,s10362,16,10629,52.5021364,13.3048844
l1443,pub,Supamolly,s5212,41,10247,52.5104475,13.4713447
l1444,pub,The Lir,s3109,7,10557,52.5202205,13.3443367
l1445,pub,Meiner's,s7695,70,13403,52.5780418,13.3331997
l1446,pub,Luna,s1955,15,10587,52.5179389,13.3179556
l1447,hotel,Living Hotel Großer Kurfürst,s7466,11 12,10179,52.5122494,13.4087883
l1449,restaurant,San Marco,s9325,102,10439,52.5531781,13.4139962
l1450,pub,Bräugier,s10296,6,10437,52.5421782,13.423826
l1451,restaurant,Brauhaus Lemke am Schloss,s6630,1,10585,52.5199967,13.2998164
l1452,restaurant,Himalaya,s10528,12,10585,52.5148703,13.3052349
l1453,restaurant,Rocco,s5328,109,14057,52.5103534,13.291892
l1455,pub,KiKi,s7299,113,13349,52.5557667,13.3421564
l1456,restaurant,Taverna Teloneio,s7187,1,13597,52.5399218,13.207419
l1457,pub,Haus Bierwerk,s356,18,13409,52.5682701,13.367889
l1458,restaurant,Brauhaus Georgbräu,s9850,4,10178,52.5165146,13.4053974
l1459,hotel,Hotel Nova,s11294,15,10317,52.5093901,13.4980714
l1460,restaurant,Lotus Lounge,s9752,85,14050,52.5172176,13.2794606
l1461,restaurant,San Marco,s3938,41,10405,52.5343136,13.4313584
l1462,hotel,Mövenpick Hotel Berlin am Potsdamer Platz,s9305,3,10963,52.503788,13.380411
l1463,restaurant,China City,s6287,46,10117,52.510634,13.3976268
l1464,cafe,BoBaLism,s1258,13,13187,52.568063,13.4117702
l1465,restaurant,Restaurant Aldente,s9325,103,10439,52.5529498,13.4139291
l1466,cafe,Endlich Mittag,s4574,23,10587,52.5220903,13.3270868
l1467,restaurant,Jäger & Lustig,s4043,1,10243,52.5134101,13.4480647
l1468,cafe,Café Albrecht,s8499,23,10117,52.5230929,13.3837544
l1469,restaurant,Peter Pane,s3364,101,10117,52.5208138,13.3884622
l1470,restaurant,Il Cardinale,s7701,2,14052,52.5164118,13.2598493
l1471,restaurant,Paella,s11680,72,14057,52.5068889,13.2839198
l1472,nightclub,ASeven Club,s141,7,10178,52.5232268,13.4164254
l1473,cafe,Espresso House,s9325,116,10439,52.5498572,13.4132889
l1474,pub,Westend-Klause,s8482,80b,14052,52.5165569,13.2599006
l1475,restaurant,Papà Pane di Sorrento,s24,23,10115,52.53209,13.396302
l1476,pub,Musik Cafe,s5301,11,13629,52.5380187,13.2719257
l1477,hotel,Hotel Ibis Berlin Spandau,s5748,4,13581,52.5332581,13.1981318
l1478,cafe,Kuno 15,s6077,15,14057,52.5038988,13.2909804
l1479,pub,Trespassers,s2960,94,10119,52.5312212,13.408588
l1480,cafe,Impala Coffee,s11529,67,10629,52.5048153,13.3070218
l1481,restaurant,La Bottega Da Franco,s1692,56,13597,52.5365752,13.2046599
l1482,restaurant,Thai Sushi & More,s11815,44,10119,52.533767,13.405399
l1483,restaurant,Mediterraneo,s6280,27 30,10557,52.5334511,13.3598797
l1484,restaurant,Lichtblick,s1378,33,10551,52.5325252,13.3411409
l1485,restaurant,Fabisch,s8771,1,10119,52.5292746,13.4014692
l1486,restaurant,Piazza Rossa,s8411,5,10178,52.5190043,13.409291
l1487,restaurant,Dalmacija,s960,52,13403,52.572519,13.3082697
l1488,hotel,Ibis Budget,s778,6,10963,52.5048415,13.3845953
l1489,pub,Hienerwadel,s8482,87,14052,52.5146178,13.2630838
l1490,bar,Z-Bar,s1242,2,10115,52.5295259,13.3956385
l1491,restaurant,Tijuana,s5757,99,10435,52.5406348,13.4140795
l1492,cafe,SowohlAlsAuch,s5811,88,10435,52.5382237,13.4204986
l1493,museum,Stasimuseum,s8964,103,10365,52.5145186,13.487322
l1494,pub,Old Sloth,s960,67a,13403,52.5708788,13.3158208
l1495,restaurant,Altes Europa,s3702,11,10119,52.526693,13.401068
l1496,restaurant,Aviano,s9886,72,10437,52.5468035,13.4178171
l1497,restaurant,Club Restaurant,s8687,16,13053,52.5445475,13.4860231
l1498,restaurant,Uferlos,s10755,13,13357,52.5506079,13.3733546
l1499,restaurant,JOE'S Restaurant & Wirtshaus,s10507,10,14052,52.5098681,13.270899
l1500,restaurant,Goodtime,s4412,11a,10117,52.51271,13.397045
l1501,pub,Zum Igel,s9115,1,10247,52.5120523,13.4752513
l1502,restaurant,Sala Thai,s3236,73,10247,52.5152058,13.4687505
l1503,restaurant,Ming Dynastie,s1754,6,10179,52.5135166,13.4184717
l1504,cafe,Café Meta,s361,1,10437,52.5458444,13.4061738
l1505,restaurant,Latichte,s260,29a,13407,52.5761007,13.3487877
l1506,restaurant,Yogi-Ashram,s3473,19,10245,52.5100861,13.4579966
l1507,cafe,Weinwirtschaft in der Akademie der Künste,s4287,10,10557,52.5183945,13.3464153
l1508,hotel,NH Collection Berlin Mitte am Checkpoint Charlie,s6287,106 111,10117,52.5105304,13.3889847
l1509,hotel,Grand Hyatt Berlin,s6862,2,10785,52.5081971,13.3724841
l1510,restaurant,Mojito,s9671,41,10245,52.5113503,13.4571002
l1511,cafe,Berlin Pavillon am Reichstag,s9132,1,10557,52.5176023,13.3737245
l1512,restaurant,Halil Ibrahim Sofrasi,s1317,17,10553,52.5280441,13.3289036
l1513,hotel,art’otel Berlin Mitte,s11040,70 73,10179,52.5125444,13.4103351
l1514,restaurant,Jasumin,s6719,10,10247,52.5131538,13.4620486
l1515,pub,ZobelKlix,s5737,10,13403,52.5698075,13.3101301
l1516,hotel,Living Hotel Berlin-Mitte,s7466,13,10179,52.5120824,13.4082495
l1517,restaurant,Graffiti,s6086,69,10707,52.5003573,13.3075025
l1518,restaurant,Restaurant Fährhaus,s5075,15,13599,52.5592936,13.2394321
l1519,restaurant,Alpenwirt,s5412,90a,10243,52.5163737,13.4413767
l1520,restaurant,Wartesaal,s5383,10,10623,52.5055492,13.3300244
l1521,cafe,Lorch & Söhne,s2176,25,10435,52.5405112,13.4172239
l1522,restaurant,Il Castello,s5454,1,13125,52.6350391,13.4995197
l1523,hotel,Il Castello,s5454,1,13125,52.6350391,13.4995197
l1524,restaurant,Ristorante a Mano,s10270,2,10243,52.5193671,13.4276134
l1525,restaurant,Seth,s8289,29,10247,52.5172556,13.4608879
l1526,restaurant,Stara Kuća,s258,30 32,13595,52.5119508,13.1979481
l1527,cafe,Fedora,s7299,28,13353,52.5472409,13.3580798
l1528,restaurant,Zeus Pizza & Pide,s1626,30,10245,52.5124065,13.459095
l1529,restaurant,Tapas Bar,s4001,52,10623,52.507193,13.3216137
l1530,bar,Hürrem Sultan,s7721,53,10969,52.5032655,13.412501
l1531,hostel,Bax Pax Downtown Hostel/Hotel,s11778,28,10117,52.5236016,13.3909987
l1532,restaurant,W Der Imbiss,s5474,49,10119,52.5342862,13.4050916
l1533,restaurant,Al Parco,s2176,209,10407,52.5298163,13.4448184
l1534,hotel,Mercure Hotel Berlin am Alexanderplatz,s7195,4,10178,52.5244546,13.4201785
l1535,restaurant,Sole d'Oro,s11529,153,10585,52.5148638,13.3049398
l1536,restaurant,m.looi,s8482,102,14052,52.511527,13.2683742
l1537,restaurant,Sotto,s7452,25,13347,52.5428561,13.3764121
l1538,bar,Billardsalon Köh,s9756,6,10178,52.5252025,13.4018544
l1539,hotel,Hotel Classic,s11590,5,10789,52.5026329,13.3433634
l1540,hotel,Victor's Residenz-Hotel Berlin,s381,17,10407,52.5288621,13.428805
l1541,cafe,Café Liebling,s8433,36a,10437,52.5421007,13.4206554
l1542,pub,Sohnemann,s7528,23,10247,52.5142681,13.4595488
l1543,nightclub,Matrix,s11101,18,10245,52.5046782,13.4490212
l1544,pub,Bandito Rosso,s6561,10a,10119,52.5308391,13.4072585
l1545,pub,Böse Buben Bar,s6819,18,10117,52.5223201,13.3838875
l1546,restaurant,Ganymed,s9153,5,10117,52.521721,13.3863157
l1547,restaurant,Bella Italia,s1771,104,13355,52.5473412,13.3893501
l1548,restaurant,ALEX,s7852,1a,10178,52.5211058,13.4083713
l1549,restaurant,Rasas,s1135,42,14052,52.5120994,13.2643913
l1550,pub,Zum guten Happen,s10737,20,10317,52.5028556,13.4799764
l1551,pub,Bar im Wasserturm,s11001,20,13053,52.5476473,13.4887012
l1552,cafe,eleven,s6286,11,10117,52.5095598,13.3797813
l1553,cafe,velicious,s6296,13b,10245,52.505529,13.4670037
l1554,pub,Dachkammer,s9671,39,10245,52.5111267,13.4570096
l1555,pub,Zimt & Zunder,s3522,15,10245,52.5111838,13.4613046
l1556,restaurant,Anastasia,s9369,51,10247,52.5174079,13.4658508
l1557,restaurant,Fra Diavolo,s7487,22,14059,52.5178177,13.2932026
l1558,hotel,Hansablick Garni,s3168,6,10555,52.5174645,13.3369336
l1559,restaurant,Cooking Papa,s11529,72,10629,52.5039091,13.3072961
l1560,restaurant,cucina comoda,s11407,11,10629,52.5044561,13.3153856
l1561,restaurant,Baba Angora,s9239,29,10629,52.5039802,13.3169304
l1562,restaurant,Restaurant Mãmây,s9325,61,10437,52.5455785,13.4132937
l1563,restaurant,Eastmoon,s2469,1,10437,52.5405635,13.4050687
l1564,restaurant,Ausbildungsrestaurant Am Kuhgraben,s8037,111,10317,52.5053318,13.4776931
l1565,restaurant,Walhalla,s5961,6,10555,52.5240477,13.339427
l1566,restaurant,Goa II,s3738,17 18,10437,52.5471344,13.4088007
l1567,restaurant,Restaurantschiff Patio,s4558,,10557,52.5220235,13.3480667
l1568,hotel,Hotel Herbst,s7229,20,13597,52.5378823,13.2023839
l1569,restaurant,Madame Ngo,s5383,30,10623,52.5062119,13.3180811
l1570,restaurant,Crazy Kims,s7327,13,10997,52.5020683,13.4302482
l1571,bar,meliá tapas,s3364,103,10117,52.5216924,13.3883069
l1572,restaurant,Cozymazu,s9855,39,13353,52.5418601,13.3560441
l1573,restaurant,Mamma Mia,s9855,42,13353,52.5421992,13.3576322
l1574,cafe,Café Lebensart,s10800,69,10117,52.5162817,13.3822317
l1575,nightclub,Clärchens Ballhaus,s969,24,10117,52.5264743,13.39691
l1576,pub,Zum Schinken,s6669,5,13353,52.5457487,13.3576396
l1577,restaurant,Osmanya,s1378,17,10559,52.5310608,13.3469103
l1578,pub,Drittes Ohr,s6913,14,10249,52.5219305,13.4529113
l1579,bar,macke prinz,s11815,39,10119,52.534462,13.404733
l1581,restaurant,QBA,s7716,45,10117,52.5259586,13.3894424
l1582,cafe,Majas Deli,s7858,11,10437,52.5425826,13.4142927
l1583,pub,Bar Fabrik,s266,27,13507,52.5883864,13.2787831
l1584,pub,Biertreff,s8249,2,13357,52.5523049,13.3820325
l1585,hotel,Mercure Hotel Berlin City West,s7678,4 6,13629,52.53571,13.2730289
l1586,cafe,Röststätte,s8771,40 41,10178,52.5241937,13.4022118
l1587,cafe,Was Gesundes,s5215,27,10711,52.5006544,13.2968487
l1588,restaurant,L'Osteria Del Parlamento,s8433,15,10437,52.541897,13.4204637
l1589,hostel,SunFlower Hostel,s4580,17,10243,52.5096116,13.4462984
l1590,restaurant,Bangkok Bites,s9325,10 11,10119,52.5306129,13.4117828
l1591,pub,Spandauer Altstadttreff,s1692,12,13597,52.5359362,13.2042742
l1592,restaurant,Massai,s6674,12,10437,52.5418515,13.4156678
l1593,restaurant,Anabelas Kitchen,s7991,2,10625,52.5075921,13.3199919
l1594,restaurant,Yu-Garten,s8844,30,13089,52.5698316,13.4370207
l1595,restaurant,Furusato,s6282,,10625,52.5067345,13.3141478
l1596,cafe,Das Spielzimmer,s9214,37,10437,52.5422898,13.4180647
l1597,restaurant,Papaya,s6004,11a,10245,52.5107157,13.458063
l1598,restaurant,Ständige Vertretung,s9153,8,10117,52.5212101,13.3853311
l1599,cafe,Feuerstein,s10871,22,10119,52.5331919,13.4008848
l1600,cafe,Tapiocaria,s9035,34a,10247,52.5163204,13.4648762
l1601,pub,Schwarze Pumpe,s2012,76,10119,52.5325107,13.4061676
l1602,pub,Die Berliner Republik,s9153,8,10117,52.5213573,13.3856815
l1603,nightclub,1820,s8735,41,10178,52.5267887,13.4107269
l1604,restaurant,GIA HAN,s8502,13,13347,52.5422678,13.3701203
l1605,nightclub,Kit Kat Club,s5874,76,10179,52.5112074,13.4169157
l1606,restaurant,Raymons,s3310,7,13585,52.5462582,13.2119152
l1607,restaurant,Tegeler Seeterrassen,s11516,1,13507,52.5884273,13.2747189
l1608,restaurant,Mathe Caféteria,s10242,136,10623,52.5133975,13.326166
l1609,pub,Irish Harp Pub,s3691,15,10629,52.5018681,13.3105132
l1610,cafe,Café Phoenix,s11599,21,14057,52.5051584,13.2939044
l1611,pub,Zur weißen Kastanie,s9234,22,14059,52.514126,13.2962363
l1612,restaurant,L'Olivo,s6282,74,10625,52.5073318,13.3138018
l1613,cafe,Ege One Cafe,s9714,14,13359,52.5578099,13.3900362
l1614,restaurant,Zur Letzten Instanz,s10969,14 16,10179,52.5174527,13.4137758
l1615,restaurant,Café Prenzlau,s8219,26,10405,52.5327225,13.4208253
l1616,restaurant,The Future is Up to You,s5474,63,10119,52.5344686,13.4058044
l1617,pub,Malina,s9115,51,10247,52.5123771,13.4691884
l1618,restaurant,Bocca di Bacco,s3364,167;168,10117,52.5151154,13.3889505
l1619,restaurant,Izumi Sushi Bar,s5996,66,10117,52.511292,13.3887116
l1620,pub,Bären-Eck,s960,84,13403,52.5700374,13.3221149
l1621,restaurant,Jasper's,s784,27,10115,52.536584,13.40069
l1622,pub,plan B,s11508,144,13595,52.5239924,13.1927188
l1623,restaurant,Burger World,s7658,16,10435,52.5392981,13.408303
l1624,cafe,caffe e cioccolata,s784,41,10115,52.5351101,13.3986886
l1625,cafe,Cup Arkona,s855,10,10435,52.5373544,13.4007116
l1626,restaurant,Aventuras,s4873,59,13509,52.5807923,13.3025783
l1627,pub,Zum Leibarzt,s2075,11,10407,52.5288311,13.4488396
l1628,restaurant,Maya,s10737,36,10317,52.5032338,13.4806506
l1629,restaurant,San Diego,s1063,75,10247,52.5177041,13.4692543
l1630,restaurant,Pizza Dach Aceto Lokanta,s9671,12,10245,52.5104805,13.4562191
l1631,restaurant,Kurpfalz-Weinstuben,s11529,93,10629,52.5008821,13.3081041
l1632,cafe,lunch+more,s7910,10,10587,52.5234417,13.3223481
l1633,restaurant,Mitho Cha!,s8981,40,10405,52.5373611,13.4209975
l1634,restaurant,Schwarzwaldstuben,s10702,48,10117,52.5275979,13.3929966
l1635,restaurant,Kuchi,s3702,3,10119,52.527223,13.3992573
l1636,restaurant,Do-Long,s11529,29,10585,52.5133263,13.304743
l1637,restaurant,Kartoffelkeller,s127,14b,10117,52.5216755,13.3850126
l1638,restaurant,Roma,s3364,129,10117,52.5250993,13.3871462
l1639,cafe,Espresso ambulanz,s7716,51,10117,52.5260119,13.3880152
l1640,restaurant,Palace,s9765,3,14059,52.5192592,13.2986637
l1641,restaurant,La Bigoudène,s11815,28,10119,52.534363,13.403029
l1642,restaurant,Parkstern,s7894,31,13086,52.5549089,13.4584972
l1643,pub,Heinzelmännchen,s3707,4,10317,52.5029837,13.4891438
l1644,restaurant,La Posta Trattoria,s11274,42,13595,52.5093453,13.1811526
l1645,restaurant,Rossini Quattro,s8410,1,10367,52.5132274,13.4819351
l1646,cafe,Bunte SchokoWelt,s3258,24,10117,52.5147041,13.3904551
l1647,pub,Libero,s5410,30,10369,52.5288152,13.464128
l1648,restaurant,Eatalian Trattoria,s7661,8,10247,52.5111372,13.4685991
l1649,restaurant,Fisherman's,s2597,20,13507,52.5851626,13.276768
l1650,restaurant,Schlögl's Altberliner Gaststube,s5411,9,10178,52.5213454,13.4059828
l1651,cafe,Eve&cat,s6250,1,10997,52.500654,13.4295434
l1652,pub,Muschi Obermaier,s10616,151,10119,52.5295841,13.3976413
l1653,restaurant,Sixties,s7716,11,10178,52.5237519,13.3994449
l1654,bar,Bar Misirlou,s2440,10,10437,52.5423488,13.4208673
l1655,pub,Lass uns Freunde bleiben,s2012,12,10119,52.5330606,13.4072137
l1656,pub,Pk Bar,s5970,22,10247,52.5136056,13.4604415
l1657,pub,Alte Wäscherei,s7374,11,10409,52.5436637,13.4382938
l1658,restaurant,Dasomi,s1317,61,10553,52.5298169,13.3284468
l1659,hotel,Sickinger Hof,s1317,44t,10553,52.5330618,13.3280036
l1660,pub,etc.,s5757,12,10405,52.5342441,13.419811
l1661,restaurant,Lucky Star,s3364,127,10117,52.5254726,13.3871155
l1662,restaurant,Bombay,s3364,106c,10117,52.5231491,13.3884968
l1663,restaurant,Restaurant Angkor Wat,s7956,22,10557,52.5201925,13.3558888
l1664,restaurant,Mido,s11529,94,10629,52.5011402,13.3077517
l1665,cafe,L21,s6561,21,10119,52.5305052,13.4076703
l1666,pub,Budike,s5785,24,10249,52.5251899,13.4519782
l1667,cafe,Napoljonska,s5474,43,10119,52.5349278,13.4057256
l1668,hotel,Arcotel John F Berlin,s11314,11,10117,52.515182,13.3977084
l1669,pub,Zum Goldenen Hahn,s7721,14a,10999,52.5005464,13.4234541
l1670,cafe,Suicide Sue,s2440,1a,10437,52.5405949,13.4192924
l1671,cafe,Eis-Cafe Kubitza,s2264,22,13156,52.5819179,13.4043582
l1672,restaurant,Don Giovanni,s253,129,10557,52.5230939,13.3597499
l1673,hotel,Georghof Hotel Berlin,s4121,41;40,10247,52.5113024,13.4753429
l1674,restaurant,Trattoria Fidelia,s6644,390,10557,52.5194762,13.3556992
l1675,restaurant,Hopfingerbräu im Palais,s2471,24,10117,52.5171689,13.3776044
l1676,restaurant,Zia Maria,s7858,32a,10437,52.5458765,13.4177988
l1677,cafe,Herman Schulz,s3071,33,10247,52.5126458,13.468956
l1678,restaurant,Charme Thai Bistro Cafe,s6674,13,10437,52.5418365,13.4152106
l1679,restaurant,Die Schule,s5474,82,10435,52.5370279,13.4084251
l1680,restaurant,Dalmacija-Grill,s9518,42,13583,52.5365469,13.191467
l1681,bar,Country Cheers,s5412,63,10243,52.5184638,13.4322518
l1682,museum,Anti-Kriegs-Museum,s1796,21,13353,52.5460666,13.3479153
l1683,restaurant,Goldhorn Beefclub,s7202,12,10629,52.5033007,13.31565
l1684,restaurant,Pomelo Tree,s11548,1,10627,52.5100812,13.2977492
l1685,restaurant,Ebn Tamshah,s6282,34,10625,52.507012,13.3142031
l1686,nightclub,RAW 99,s8546,99,10245,52.5076615,13.454537
l1687,restaurant,Gasthaus Stelzeneder,s11792,113,10585,52.5133112,13.2979225
